code,name,category
BX.TRF.PWKR.CD.DT,"Personal remittances, received (current US$)",External Debt
BX.PEF.TOTL.CD.WD,"Portfolio equity, net inflows (BoP, current US$)",External Debt
DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",External Debt
DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI),External Debt
DT.DOD.PVLX.EX.ZS,"Present value of external debt (% of exports of goods, services and primary income)",External Debt
DT.DOD.PVLX.CD,Present value of external debt (current US$),External Debt
DT.TDS.DPPG.GN.ZS,Public and publicly guaranteed debt service (% of GNI),External Debt
DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",External Debt
DT.DOD.DSTC.XP.ZS,"Short-term debt (% of exports of goods, services and primary income)",External Debt
DT.DOD.DSTC.ZS,Short-term debt (% of total external debt),External Debt
DT.DOD.DSTC.IR.ZS,Short-term debt (% of total reserves),External Debt
BX.GRT.TECH.CD.WD,"Technical cooperation grants (BoP, current US$)",External Debt
DT.TDS.DECT.GN.ZS,Total debt service (% of GNI),External Debt
DT.TDS.DECT.EX.ZS,"Total debt service (% of exports of goods, services and primary income)",External Debt
FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt),External Debt
FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",External Debt
FI.RES.TOTL.MO,Total reserves in months of imports,External Debt
DT.DOD.DIMF.CD,"Use of IMF credit (DOD, current US$)",External Debt
FX.OWN.TOTL.ZS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Financial Sector
FX.OWN.TOTL.FE.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Financial Sector
FX.OWN.TOTL.MA.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Financial Sector
FX.OWN.TOTL.OL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Financial Sector
FX.OWN.TOTL.40.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Financial Sector
FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Financial Sector
FX.OWN.TOTL.60.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Financial Sector
FX.OWN.TOTL.SO.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Financial Sector
FX.OWN.TOTL.YG.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Financial Sector
FB.ATM.TOTL.P5,"Automated teller machines (ATMs) (per 100,000 adults)",Financial Sector
SI.RMT.COST.OB.ZS,Average transaction cost of sending remittances from a specific country (%),Financial Sector
SI.RMT.COST.IB.ZS,Average transaction cost of sending remittances to a specific country (%),Financial Sector
FB.BNK.CAPA.ZS,Bank capital to assets ratio (%),Financial Sector
FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%),Financial Sector
FB.AST.NPER.ZS,Bank nonperforming loans to total gross loans (%),Financial Sector
FB.CBK.BRWR.P3,"Borrowers from commercial banks (per 1,000 adults)",Financial Sector
FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),Financial Sector
FM.LBL.BMNY.CN,Broad money (current LCU),Financial Sector
FM.LBL.BMNY.ZG,Broad money growth (annual %),Financial Sector
FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio,Financial Sector
FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money),Financial Sector
FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",Financial Sector
FS.AST.DOMO.GD.ZS,Claims on other sectors of the domestic economy (% of GDP),Financial Sector
FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money),Financial Sector
FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money),Financial Sector
FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)",Financial Sector
FP.CPI.TOTL,Consumer price index (2010 = 100),Financial Sector
PA.NUS.ATLS,DEC alternative conversion factor (LCU per US$),Financial Sector
FR.INR.DPST,Deposit interest rate (%),Financial Sector
FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)",Financial Sector
IC.CRD.INFO.XQ,Depth of credit information index (0=low to 8=high),Financial Sector
FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP),Financial Sector
FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),Financial Sector
FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),Financial Sector
BN.KLT.DINV.CD,"Foreign direct investment, net (BoP, current US$)",Financial Sector
BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",Financial Sector
BX.KLT.DINV.CD.WD,"Foreign direct investment, net inflows (BoP, current US$)",Financial Sector
BM.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net outflows (% of GDP)",Financial Sector
BM.KLT.DINV.CD.WD,"Foreign direct investment, net outflows (BoP, current US$)",Financial Sector
NY.GDP.DEFL.ZS.AD,GDP deflator: linked series (base year varies by country),Financial Sector
NY.GDP.DEFL.KD.ZG.AD,"Inflation, GDP deflator: linked series (annual %)",Financial Sector
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",Financial Sector
FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)",Financial Sector
SM.POP.TOTL.ZS,International migrant stock (% of population),Financial Sector
SM.POP.TOTL,"International migrant stock, total",Financial Sector
FR.INR.LEND,Lending interest rate (%),Financial Sector
CM.MKT.LDOM.NO,"Listed domestic companies, total",Financial Sector
CM.MKT.LCAP.GD.ZS,Market capitalization of listed domestic companies (% of GDP),Financial Sector
CM.MKT.LCAP.CD,Market capitalization of listed domestic companies (current US$),Financial Sector
FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP),Financial Sector
FM.AST.DOMS.CN,Net domestic credit (current LCU),Financial Sector
FM.AST.NFRG.CN,Net foreign assets (current LCU),Financial Sector
SM.POP.NETM,Net migration,Financial Sector
PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)",Financial Sector
BM.TRF.PWKR.CD.DT,"Personal remittances, paid (current US$)",Financial Sector
BX.TRF.PWKR.DT.GD.ZS,"Personal remittances, received (% of GDP)",Financial Sector
BX.TRF.PWKR.CD.DT,"Personal remittances, received (current US$)",Financial Sector
BX.TRF.PWKR.CD,"Personal transfers, receipts (BoP, current US$)",Financial Sector
BN.KLT.PTXL.CD,"Portfolio Investment, net (BoP, current US$)",Financial Sector
BX.PEF.TOTL.CD.WD,"Portfolio equity, net inflows (BoP, current US$)",Financial Sector
DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",Financial Sector
IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults),Financial Sector
IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults),Financial Sector
PX.REX.REER,Real effective exchange rate index (2010 = 100),Financial Sector
FR.INR.RINR,Real interest rate (%),Financial Sector
FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)",Financial Sector
CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change),Financial Sector
CM.MKT.TRAD.GD.ZS,"Stocks traded, total value (% of GDP)",Financial Sector
CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)",Financial Sector
CM.MKT.TRNR,"Stocks traded, turnover ratio of domestic shares (%)",Financial Sector
IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong),Financial Sector
FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt),Financial Sector
FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",Financial Sector
FI.RES.TOTL.MO,Total reserves in months of imports,Financial Sector
FI.RES.XGLD.CD,Total reserves minus gold (current US$),Financial Sector
FP.WPI.TOTL,Wholesale price index (2010 = 100),Financial Sector
SE.PRM.TENR.FE,"Adjusted net enrollment rate, primary, female (% of primary school age children)",Gender
SE.PRM.TENR.MA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",Gender
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Gender
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),Gender
SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)",Gender
SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)",Gender
SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",Gender
SL.MNF.0714.MA.ZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",Gender
SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)",Gender
SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",Gender
SL.TLF.0714.FE.ZS,"Children in employment, female (% of female children ages 7-14)",Gender
SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",Gender
SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",Gender
SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",Gender
SL.TLF.0714.WK.FE.ZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)",Gender
SL.TLF.0714.WK.MA.ZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)",Gender
SE.PRM.UNER.FE,"Children out of school, primary, female",Gender
SE.PRM.UNER.MA,"Children out of school, primary, male",Gender
SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)",Gender
SH.CON.1524.MA.ZS,"Condom use, population ages 15-24, male (% of males ages 15-24)",Gender
SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",Gender
SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Gender
SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Gender
SE.TER.CUAT.DO.FE.ZS,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Gender
SE.TER.CUAT.DO.MA.ZS,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Gender
SE.TER.CUAT.DO.ZS,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Gender
SE.TER.CUAT.BA.FE.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",Gender
SE.TER.CUAT.BA.MA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",Gender
SE.TER.CUAT.BA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Gender
SE.TER.CUAT.MS.FE.ZS,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",Gender
SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",Gender
SE.TER.CUAT.MS.ZS,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Gender
SE.SEC.CUAT.LO.FE.ZS,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",Gender
SE.SEC.CUAT.LO.MA.ZS,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",Gender
SE.SEC.CUAT.LO.ZS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Gender
SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",Gender
SE.SEC.CUAT.PO.MA.ZS,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",Gender
SE.SEC.CUAT.PO.ZS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Gender
SE.PRM.CUAT.FE.ZS,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",Gender
SE.PRM.CUAT.MA.ZS,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",Gender
SE.PRM.CUAT.ZS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Gender
SE.TER.CUAT.ST.FE.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",Gender
SE.TER.CUAT.ST.MA.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",Gender
SE.TER.CUAT.ST.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Gender
SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",Gender
SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",Gender
SE.SEC.CUAT.UP.ZS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Gender
SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",Gender
SL.EMP.MPYR.MA.ZS,"Employers, male (% of male employment) (modeled ILO estimate)",Gender
SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",Gender
SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Gender
SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",Gender
SL.IND.EMPL.MA.ZS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",Gender
SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment) (modeled ILO estimate)",Gender
SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment) (modeled ILO estimate)",Gender
SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",Gender
SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Gender
SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Gender
SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Gender
SP.HOU.FEMA.ZS,Female headed households (% of households with a female head),Gender
SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",Gender
IC.FRM.FEMO.ZS,Firms with female participation in ownership (% of firms),Gender
IC.FRM.FEMM.ZS,Firms with female top manager (% of firms),Gender
SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",Gender
SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",Gender
SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Gender
SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Gender
SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",Gender
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",Gender
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",Gender
SH.MMR.RISK.ZS,Lifetime risk of maternal death (%),Gender
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),Gender
SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",Gender
SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)",Gender
SE.ADT.1524.LT.FM.ZS,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Gender
SE.ADT.1524.LT.FE.ZS,"Literacy rate, youth female (% of females ages 15-24)",Gender
SE.ADT.1524.LT.MA.ZS,"Literacy rate, youth male (% of males ages 15-24)",Gender
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Gender
